38,64 100 
38,64 3
38,64 1912
38,64 11
2039,6 25 
2064,33 75 
3420,52 72 
3673,68 70 
4350,85 250 
4370,1 101 
6385,03 100 
6385,03 3
6385,03 1912
6385,03 11
6385,03 25 
6414,33 75 
7770,54 72 
7782,55 70 
9190,35 80 
10154,34 83 
10861,92 64 707
11183,79 63 296
11200,78 239 
11478,52 150 
11514,92 68 
12728,71 173 
13037,01 173 
13533,2 92 
13533,2 65 
13568,08 103 
13568,08 101 
14079,51 100 
14079,51 3
14079,51 1912
14079,51 10
16087,74 25 
17089,95 75 
18448 72 
18647,88 70 
20296,43 80 
21297,2 83 
21494,29 64 198
21753,42 63 231
21958,81 153 
21996,36 68 
22508,38 92 
22508,38 65 
23495,29 103 
23495,29 101 
24008,57 100 
24008,57 3
24008,57 1912
24008,57 10
26016,93 25 
26898,58 75 
28256,22 72 
28417,07 70 
30006,21 80 
30959,78 83 
31516,75 64 558
31752,84 63 220
31958,6 151 
31986,29 69 
32366,34 239 
34286,78 181 
35046,52 182 
35909,28 183 
36642,69 183 
37296,98 181 
37367,29 181 
38037,29 182 
38122,36 182 
39188,6 183 
39812,83 183 
40716,74 182 
41828,2 181 
42747,77 182 
43899,54 183 
44399,3 93 
44419,9 103 
44419,9 101 
45640,16 100 
45640,16 3
45640,16 1912
45640,16 10
47647,94 25 
47677,57 75 
49034,52 72 
49074,92 70 
50624,23 80 
51458,14 83 
51913,33 64 456
52093,16 62 156
52114,89 239 
52820,92 150 
52863,64 68 
53206,41 172 
53705,2 92 
53705,2 65 
54362,25 103 
54362,25 101 
54876,23 100 
54876,23 3
54876,23 1912
54876,23 11
56883,91 25 
56912,39 75 
58269,17 72 
58311 70 
59865,19 80 
60707,3 83 
61477,81 64 772
61706,75 61 200
62014,95 151 
62048,13 69 
62506,07 93 
62799,84 239 
63488,04 183 
63545,13 103 
63545,13 101 
64765,12 100 
64765,12 3
64765,12 1912
64765,12 11
66773,12 25 
66802,53 75 
68158,8 72 
68200,34 70 
69752,35 80 
70583,15 83 
71145,58 64 563
71362,8 62 195
71568,37 151 
71602,24 69 
72111,31 93 
73101,14 103 
73101,14 101 
74320,91 100 
74320,91 3
74320,91 1912
74320,91 10
76329,37 25 
76357,79 75 
77714,53 72 
77757,27 70 
79305,95 80 
80139,16 83 
80960,02 64 822
81112,34 62 134
81318,96 150 
81353,79 68 
81740,84 239 
82313,75 172 
82638,43 172 
83137,26 92 
83137,26 65 
83163,64 103 
83163,64 101 
83677,65 100 
83677,65 3
83677,65 1912
83677,65 10
85685,29 25 
85713,74 75 
87071,17 72 
87112,28 70 
88661,28 80 
89495,38 83 
90011,04 64 517
90171,2 62 144
90192,65 239 
90608,8 150 
90647,72 68 
91055,79 172 
91952,67 172 
92298,05 172 
92795,6 92 
92795,6 65 
92813,03 103 
92813,03 101 
93326,91 100 
93326,91 3
93326,91 1912
93326,91 11
95334,56 25 
95363,19 75 
96720,98 72 
96761,83 70 
98311,83 80 
99158,63 83 
99657,68 64 500
99864,86 61 188
100172,22 151 
100203,69 69 
100662,01 93 
101663,56 239 
101702,63 103 
101702,63 101 
102909,47 100 
102909,47 3
102909,47 1912
102909,47 11
104917,29 25 
104946,03 75 
106302,04 72 
106344,42 70 
107895,34 80 
108727,36 83 
110106 64 1380
110373,14 239 
110871,81 63 745
111079,65 150 
111119,3 68 
111587,78 173 
112746,57 173 
113046,82 173 
113542,64 92 
113542,64 65 
113564,42 103 
113564,42 101 
114081,15 100 
114081,15 3
114081,15 1912
114081,15 11
116086,3 25 
116115,52 75 
117471,43 72 
117513,05 70 
119062,89 80 
119909,34 83 
120071,31 64 163
120301,09 63 206
120508,16 150 
120541,9 68 
121054,73 92 
121054,73 65 
121487,35 239 
122040,85 103 
122040,85 101 
