41,45 100 
41,45 5
41,45 1955
41,45 11
2032,33 25 
2057,47 75 
5087,96 72 
5293,17 70 
6851,34 80 
7668,43 83 
7861,98 64 194
8141,36 63 260
8445,88 151 
8471,02 69 
8926,45 93 
9975,76 103 
9975,76 101 
13988,65 100 
13988,65 5
13988,65 1955
13988,65 10
15985,51 25 
15999,08 75 
17401,78 72 
17531,46 70 
19063,37 80 
19876,85 83 
19913,83 64 38
20150,06 62 219
20454,24 151 
20477,18 69 
20930,18 93 
21982,29 103 
21982,29 101 
25997,23 100 
25997,23 5
25997,23 1955
25997,23 11
27993,95 25 
28847,12 75 
30249,05 72 
30286,25 70 
31814,9 80 
32618,38 83 
32887,54 64 269
33130,04 61 231
33434,14 151 
33458,51 69 
33911,61 93 
34963,59 103 
34963,59 101 
38978,21 100 
38978,21 5
38978,21 1955
38978,21 10
40975,22 25 
41148,59 75 
41150,9 250 
41161 101 
43160,93 100 
43160,93 5
43160,93 1955
43160,93 10
43160,93 25 
43174,18 75 
44575,99 72 
44613,62 70 
46143,02 80 
46958,92 83 
47162,21 64 204
47430,67 63 259
47733,24 150 
47745,89 68 
48152,01 256 
48557,49 173 
48751,09 173 
49199,87 92 
49199,87 65 
49250,98 103 
49250,98 101 
49760,53 100 
49760,53 5
49760,53 1955
49760,53 11
51757,29 25 
51824,16 75 
52025,65 250 
52036,2 101 
54036,28 100 
54036,28 5
54036,28 1955
54036,28 11
54036,28 25 
54049,27 75 
55450,81 72 
55489,07 70 
57017,64 80 
57834,44 83 
58177,73 64 344
58430,85 62 237
58734,18 150 
58755,49 68 
59208,67 92 
59208,67 65 
60259,77 103 
60259,77 101 
60769,35 100 
60769,35 5
60769,35 1955
60769,35 11
62766,11 25 
63099,45 75 
64502,05 72 
64538,66 70 
66066,97 80 
66884,04 83 
67183,16 64 299
67490,89 63 288
67792,8 153 
67818,45 68 
68271,2 92 
68271,2 65 
69322,65 103 
69322,65 101 
69832,07 100 
69832,07 5
69832,07 1955
69832,07 10
71829 25 
71856,4 75 
73259,24 72 
73295,07 70 
74824,82 80 
75627,3 83 
75945,08 64 318
76189,08 63 229
76491,25 150 
76508,17 68 
76961,32 92 
76961,32 65 
78012,39 103 
78012,39 101 
78521,85 100 
78521,85 5
78521,85 1955
78521,85 10
80518,64 25 
80532,74 75 
81934,94 72 
81971,51 70 
83500,77 80 
84316,89 83 
84481,12 64 165
84770,74 63 281
85073,92 150 
85091,38 68 
85545,16 92 
85545,16 65 
86595,52 103 
86595,52 101 
87104,92 100 
87104,92 5
87104,92 1955
87104,92 10
89101,87 25 
89115,47 75 
90517,68 72 
90554,57 70 
92080,55 80 
92886,61 83 
93287,53 64 401
93570,47 63 271
93872,68 150 
93887,62 68 
94341,26 92 
94341,26 65 
95391,85 103 
95391,85 101 
95901,28 100 
95901,28 5
95901,28 1955
95901,28 11
97898,18 25 
97912 75 
99314,8 72 
99350,94 70 
100879,82 80 
101696,31 83 
101951,07 64 255
102320,31 63 358
102623,02 151 
102644,02 69 
103097,64 93 
104148,26 103 
104148,26 101 
108163,71 100 
108163,71 5
108163,71 1955
108163,71 10
110159,8 25 
113092,07 75 
113161,03 250 
113170,88 101 
115170,96 100 
115170,96 5
115170,96 1955
115170,96 10
115170,96 25 
115184,31 75 
116587,42 72 
116623,78 70 
118153 80 
119089,06 83 
119286,8 64 198
119608,99 63 307
119911,29 150 
119930,17 68 
120384,35 92 
120384,35 65 
121434,43 103 
121434,43 101 
121943,82 100 
121943,82 5
121943,82 1955
121943,82 11
123940,7 25 
123954,54 75 
125357,7 72 
125513,46 70 
127099,47 80 
128032,05 83 
128288,88 64 257
128510,12 61 212
128812,49 151 
128833,17 69 
129287,2 93 
130337,41 103 
130337,41 101 
134352,15 100 
134352,15 5
134352,15 1955
134352,15 10
136348,98 25 
136362,65 75 
137765,76 72 
137921,61 70 
139496,03 80 
140426,88 83 
140721,03 64 295
140989,13 63 256
141290,9 150 
141308,03 68 
141760,65 92 
141760,65 65 
142812,24 103 
