38,66 100 
38,66 1
38,66 1642
38,66 10
2039,65 25 
2064,3 75 
3272,97 72 
3671,81 70 
4799,77 80 
5529,53 83 
5826,56 64 297
6116,25 62 267
6324,91 151 
6358,7 69 
6624,45 256 
7627,05 182 
8124,71 93 
8143,42 103 
8143,42 101 
9054,76 100 
9054,76 1
9054,76 1642
9054,76 11
11062,86 25 
11092,31 75 
12299,55 72 
12463,41 70 
13573,34 80 
14153,18 83 
14336,34 64 184
14528,95 62 164
14734,79 150 
14766,58 68 
15081,36 172 
15578,29 92 
15578,29 65 
16271,33 103 
16271,33 101 
16785,21 100 
16785,21 1
16785,21 1642
16785,21 11
18792,9 25 
18821,73 75 
20027,86 72 
20206,73 70 
21288,9 80 
21989,89 83 
22047,04 64 58
22202,34 62 133
22408,34 150 
22449,82 68 
22959,71 92 
22959,71 65 
23948,07 103 
23948,07 101 
24461,48 100 
24461,48 1
24461,48 1642
24461,48 10
26469,95 25 
26498,39 75 
27704,93 72 
27870,54 70 
28947,72 80 
29679,85 83 
29801,11 64 122
29843,05 256 
30063,12 63 237
30269,93 151 
30313,81 69 
30823,04 93 
31054,89 182 
31270,01 256 
31360,26 182 
31811,31 103 
31811,31 101 
32724,68 100 
32724,68 1
32724,68 1642
32724,68 10
34732,77 25 
34761,53 75 
35968,42 72 
36133,26 70 
37183,35 80 
37715,52 250 
37729,04 101 
39744,2 100 
39744,2 1
39744,2 1642
39744,2 10
39744,2 25 
39772,62 75 
40980,62 72 
41037,8 70 
42078,37 80 
42647,72 83 
45504,66 64 2858
45664,35 62 139
45872,81 151 
45901,63 69 
46413,22 93 
47404,63 103 
47404,63 101 
48317,83 100 
48317,83 1
48317,83 1642
48317,83 11
50326,01 25 
50354,88 75 
51562,99 72 
51620,43 70 
52657,19 80 
53243,14 83 
53974,69 64 733
54147,09 62 145
54354,25 150 
54396,07 68 
54904,74 92 
54904,74 65 
55894,32 103 
55894,32 101 
56408,09 100 
56408,09 1
56408,09 1642
56408,09 10
58415,99 25 
58444,36 75 
59651,22 72 
59709,93 70 
60743,16 80 
61319,53 83 
61560,67 64 242
61722,67 62 138
61929,09 151 
61965,55 69 
62476,16 93 
63464,35 103 
63464,35 101 
64377,53 100 
64377,53 1
64377,53 1642
64377,53 11
66385,82 25 
66414,75 75 
67622,04 72 
67679,53 70 
68716,99 80 
69303,36 83 
71448,47 64 2146
71617,51 62 143
71825,83 150 
71868,34 68 
72377,06 92 
72377,06 65 
73366,79 103 
73366,79 101 
73880,18 100 
73880,18 1
73880,18 1642
73880,18 11
75888,53 25 
75917,35 75 
77124,5 72 
77182,22 70 
78222,3 80 
78792,1 83 
79068,87 64 278
79213,88 62 116
79423,8 150 
79464,71 68 
79977,49 92 
79977,49 65 
80963,54 103 
80963,54 101 
81476,94 100 
81476,94 1
81476,94 1642
81476,94 10
83485,68 25 
83514,43 75 
84721,41 72 
84778,87 70 
85813,83 80 
86388,76 83 
86557,83 64 170
86844,72 63 270
87053,19 153 
87088,29 68 
87602,07 92 
87602,07 65 
88586,96 103 
88586,96 101 
89103,8 100 
89103,8 1
89103,8 1642
89103,8 10
91109,21 25 
91136,97 75 
92342,93 72 
92402,39 70 
93437,21 80 
94025,61 83 
94422,79 64 398
94621,79 63 171
94827,39 151 
94871,69 69 
95377,3 183 
95874,63 93 
96370,22 103 
96370,22 101 
97284,55 100 
97284,55 1
97284,55 1642
97284,55 10
99292 25 
99320,55 75 
100527,71 72 
100585,43 70 
101626,73 80 
102195,44 83 
102372,7 64 179
102572,44 62 178
102780,16 153 
102814,96 68 
103327,81 92 
103327,81 65 
104313,45 103 
104313,45 101 
104828,32 100 
104828,32 1
104828,32 1642
104828,32 11
106835,27 25 
106864,05 75 
108071,69 72 
108128,89 70 
109167,06 80 
109752,38 83 
110767,33 64 1016
111010,17 63 219
111218,88 151 
111251,47 69 
111759,11 93 
112749,9 103 
112749,9 101 
113663,37 100 
113663,37 1
113663,37 1642
113663,37 10
115671,28 25 
115700,31 75 
116907,58 72 
116965,15 70 
118000,67 80 
118575,28 83 
118591,11 64 17
118739,9 62 126
118947,07 151 
118981,41 69 
119491,48 93 
119912,75 181 
120479,86 103 
120479,86 101 
121393,76 100 
121393,76 1
121393,76 1642
121393,76 10
123402,18 25 
123429,77 75 
124636,69 72 
124695,06 70 
125732,76 80 
126318,26 83 
127527,37 64 1210
127649,47 256 
128041,85 63 499
128247,44 151 
128280,74 69 
128500,83 183 
128847,94 183 
129344,21 93 
129782,53 103 
129782,53 101 
130695,85 100 
130695,85 1
130695,85 1642
130695,85 10
132703,93 25 
132732,83 75 
133939,61 72 
133984,67 70 
135023,65 80 
135608,23 83 
135859,05 64 252
136341,79 62 455
136546,7 151 
136586,91 69 
137094,37 182 
137593,46 93 
138085,71 103 
138085,71 101 
138998,91 100 
138998,91 1
138998,91 1642
138998,91 11
141007,22 25 
141035,64 75 
142241,87 72 
142434,32 70 
143591,77 80 
144323,88 83 
144505,33 64 182
144689,83 62 167
144896,42 150 
144930,16 68 
145438,36 92 
145438,36 65 
146428,74 103 
146428,74 101 
146942,47 100 
146942,47 1
146942,47 1642
146942,47 11
148950,31 25 
148978,92 75 
150185,77 72 
150351,1 70 
151437,49 80 
152147,23 83 
152318,57 64 172
152472,45 62 126
152679,25 150 
152713,24 68 
153224,99 92 
153224,99 65 
154212,1 103 
154212,1 101 
154726,23 100 
154726,23 1
154726,23 1642
154726,23 11
156733,62 25 
156762,58 75 
157969,61 72 
158134,26 70 
159176,47 80 
159757,3 83 
159844,51 64 88
159879,05 256 
160032,6 62 170
160240,66 150 
160283,44 68 
160795,81 92 
160795,81 65 
161782,26 103 
161782,26 101 
162295,52 100 
162295,52 1
162295,52 1642
162295,52 11
164303,8 25 
164332,22 75 
165539,08 72 
165597,6 70 
166633,17 80 
167207,65 83 
167349,55 64 143
167497,59 62 132
167704,92 150 
167746,49 68 
168258,62 92 
168258,62 65 
169245,47 103 
169245,47 101 
169762,4 100 
169762,4 1
169762,4 1642
169762,4 11
171767,21 25 
171796,63 75 
173003,2 72 
173060,98 70 
174101,9 80 
174684,25 83 
174883,56 64 201
175035,92 62 126
175242,27 150 
175277,74 68 
175788,81 92 
175788,81 65 
176775,6 103 
176775,6 101 
177288,93 100 
177288,93 1
177288,93 1642
177288,93 10
179297,09 25 
179325,63 75 
180533,45 72 
180590,86 70 
181627,53 80 
182200,72 83 
182489,71 64 290
182714,3 63 208
182923,16 151 
182953,75 69 
183463 93 
183549,77 256 
184452,28 103 
184452,28 101 
185366,19 100 
185366,19 1
185366,19 1642
185366,19 11
187373,67 25 
187402,95 75 
188609,32 72 
188667,68 70 
189703,64 80 
190182,28 250 
190196,57 101 
192212,24 100 
192212,24 1
192212,24 1642
192212,24 11
192212,24 25 
192240,25 75 
193446 72 
193492,09 70 
194533,72 80 
195101,86 83 
195116,98 64 16
195265,36 62 124
195473,81 150 
195508,17 68 
196015,69 92 
196015,69 65 
197006,91 103 
197006,91 101 
197521,35 100 
197521,35 1
197521,35 1642
197521,35 10
199528,49 25 
199557,82 75 
200765,32 72 
200822,27 70 
201859,63 80 
202432,28 83 
211676,31 64 9245
212278,33 256 
212794,89 63 1101
213001,84 151 
213029,5 69 
213410,61 183 
213906,48 93 
214088,24 256 
214532,73 103 
214532,73 101 
215445,95 100 
215445,95 1
215445,95 1642
215445,95 11
217454,01 25 
217482,84 75 
218689,75 72 
218748 70 
219782,42 80 
220371,03 83 
220539,18 64 169
220714,36 62 157
220919,5 150 
220950,57 68 
221462,32 92 
221462,32 65 
222449,22 103 
222449,22 101 
222963,22 100 
222963,22 1
222963,22 1642
222963,22 10
224970,81 25 
224999,41 75 
226206,57 72 
226264,73 70 
227300,87 80 
227874,58 83 
228824,7 64 951
229084,65 61 237
229592,58 152 
229622,21 69 
229832,99 93 
230274,54 182 
230674,84 256 
231125,48 103 
231125,48 101 
232038,91 100 
232038,91 1
232038,91 1642
232038,91 11
234047,06 25 
234075,73 75 
235285,15 72 
235340,87 70 
236374,61 80 
236964,02 83 
237057,83 64 95
237219,24 62 136
237426,07 150 
237463,86 68 
237976,02 92 
237976,02 65 
238962,08 103 
238962,08 101 
239476,18 100 
239476,18 1
239476,18 1642
239476,18 10
241483,7 25 
241513,42 75 
242719,78 72 
242777,66 70 
243811,01 80 
244400,69 83 
244858,38 64 458
245148,61 63 269
245355,14 151 
245388,83 69 
245785,01 183 
246280,97 93 
246613,61 256 
246892,11 103 
246892,11 101 
247805,38 100 
247805,38 1
247805,38 1642
247805,38 11
249813,69 25 
249842,12 75 
251049,29 72 
251107,79 70 
252145,09 80 
252717,14 83 
252769,47 64 54
252918,99 62 123
253125,38 150 
253163,22 68 
253672,6 92 
253672,6 65 
254662 103 
254662 101 
255176,14 100 
255176,14 1
255176,14 1642
255176,14 10
257183,68 25 
257212,69 75 
258420,76 72 
258637,68 70 
259799,62 80 
260527,49 83 
260755,47 64 229
260811,8 256 
261254,92 61 475
261760,99 150 
261799,95 68 
262012,7 92 
262012,7 65 
262132,53 171 
263298,52 103 
263298,52 101 
263815,19 100 
263815,19 1
263815,19 1642
263815,19 11
265820,18 25 
265848,82 75 
267057,26 72 
267234,21 70 
268319 80 
269016,98 83 
269238,28 64 222
269401,46 62 145
269607,53 150 
269649,68 68 
270158,26 92 
270158,26 65 
271148,42 103 
271148,42 101 
271662,09 100 
271662,09 1
271662,09 1642
271662,09 10
273670,75 25 
273698,64 75 
274907,36 72 
274963,94 70 
275998,23 80 
276573,73 83 
276694,82 64 122
276734,05 256 
276984,7 61 266
277492,23 150 
277526,26 68 
277737 92 
277737 65 
278712,4 171 
279024,96 103 
279024,96 101 
279538,34 100 
279538,34 1
279538,34 1642
279538,34 11
281546,48 25 
281575,27 75 
282781,95 72 
282840,33 70 
283875,56 80 
284450,24 83 
285093,12 64 644
285254 62 138
285458,48 150 
285491,81 68 
286003,56 92 
286003,56 65 
286994,77 103 
286994,77 101 
287508,53 100 
287508,53 1
287508,53 1642
287508,53 10
289516,51 25 
289545,48 75 
290752,77 72 
290810,32 70 
291846,78 80 
292420,1 83 
292461,05 64 42
292520,29 256 
292776,25 61 290
293281,65 150 
293320,27 68 
293528,55 92 
293528,55 65 
294818,16 103 
294818,16 101 
295331,76 100 
295331,76 1
295331,76 1642
295331,76 11
297339,73 25 
